,complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
1000,16-0015,2016-01-13,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-19-15 at 7:00pm, they were harassed by officers assigned to the 35th District.",12-19-15,male,other,32.0,64999849.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1004,16-0016,2016-01-15,300, PHYSICAL ABUSE,"According to the complainant, on 1-8-16 at 4:30am, they were physically and verbally abused by officers assigned to the 3rd District.",1-8-16,female,white,44.0,68204080.0,white,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1006,16-0017,2016-01-19,1800, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-8-16 at 1:20pm,, they were verbally abused by officers assigned to the 18th District.",1-8-16,male,unreported,57.0,68399946.0,white,male,1800 18TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
1007,16-0018,2016-01-15,1500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-2-15, they were verbally abused and did not receive proper service from a detective assigned to Northeast Detective Division.",12-2-15,female,black,40.0,33309442.0,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
1010,16-0019,2016-01-15,2200, CRIMINAL ALLEGATION,"According to the complainant, on 12-8-15 at 11:00am, property was missing after unidentified officers confiscated items from their residence. This incident happened within the confines of the 22nd District.",12-8-15,male,white,21.0,20399991.0,white,female,9807 SUPP POLICE SERVICE,Criminal Allegation,No Sustained Findings,Not Applicable
1015,16-0020,2016-01-15,700, LACK OF SERVICE,"According to the complainant, on 12-30-15 at 6:30pm, they did not receive proper service from an officer assigned to the 7th District.",12-30-15,female,white,32.0,62882234.0,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1016,16-0021,2016-01-15,2500, PHYSICAL ABUSE,"According to the complainant, on 12-1-15 at 2:00am,, their family members were physically abused by officers assigned to the 25th District.",12-1-15,female,latino,39.0,89307271.0,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1023,16-0022,2016-01-15,600, LACK OF SERVICE,"According to the complainant, on 12-13-15 at 6:30pm, they did not receive proper service from officers assigned to the 6th District.",12-13-15,male,white,46.0,23944970.0,latino,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1025,16-0023,2016-01-15,3500, LACK OF SERVICE,"According to the complainant, on 12-14-15 at 4:21pm, they did not receive proper service from officers assigned to the 35th and 6th Districts.",12-14-15,female,black,44.0,,unreported,unreported,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
1026,16-0024,2016-01-15,1700, LACK OF SERVICE,"According to the complainant, on 12-10-15 at 9:30am,, they did not receive proper service from an officer assigned to the 17th District.",12-10-15,male,white,,12387010.0,black,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1027,16-0025,2016-01-15,800, LACK OF SERVICE,"According to the complainant, on 1-2-16 at 4:05pm, they did not receive proper service from officers assigned to the 8th District.",1-2-16,male,black,,48018762.0,white,female,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1029,16-0026,2016-01-15,800, HARASSMENT,"According to the complainant, on 1-5-16 at 6:15pm, they were threatened by an off-duty officer assigned to the Center City District. This incident took place with in the confines of the 8th District.",1-5-16,male,white,47.0,71873514.0,black,male,4500 CENTER CITY DISTRIC,Harassment,No Sustained Findings,Not Applicable
1030,16-0027,2016-01-15,800, PHYSICAL ABUSE,"According to the complainant, on 1-7-16 at 11:00pm, they were physically and verbally abused and falsely arrested by an officer assigned to the 8th District.",1-7-16,male,latino,42.0,57849466.0,white,male,0800 08TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1033,16-0028,2016-01-14,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-8-16 at 12:30am, they were physically abused and treated unprofessionally by officers assigned to the 35th District.",1-8-16,male,black,54.0,31713678.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1036,16-0029,2016-01-20,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-11-16 at 4:50pm, their family member was improperly stopped by an officer assigned to the 15th District.",1-11-16,female,black,40.0,82938806.0,black,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1039,16-0030,2016-01-20,3900, LACK OF SERVICE,"According to the complainant, on 12-16-2015, they did not receive proper service from officers assigned to the 39th District.",12-16-2015,female,black,52.0,41259767.0,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1040,16-0031,2016-02-04,2500, NON-INVESTIGATORY INCIDENT,"According to the complainant, in 2004, they did not receive proper service from an officer assigned to the 17th District. This incident occurred in the confines of the 3rd District.",Unclear,female,black,46.0,29622499.0,black,female,1700 17TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
1041,16-0032,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 12-24- at 6:00pm, they did not receive proper service from officers assigned to the 12th District.",Unclear,female,black,37.0,93447744.0,black,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1043,16-0033,2016-01-28,1700, LACK OF SERVICE,"According to the complainant, on several dates they did not receive proper service from officers assigned to the 3rd District and South Detective Division.",Unclear,male,white,60.0,54671670.0,white,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
1047,16-0034,2016-01-22,3900, VERBAL ABUSE,"According to the complainant, on 1-17-16 at 1:00pm, they were verbally abused by officers assigned to the 39th District.",1-17-16,female,black,28.0,,unreported,unreported,,Verbal Abuse,No Sustained Findings,Not Applicable
1048,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",1-15-16,female,black,52.0,14582902.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1058,16-0036,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 1-18-16 at 10:55pm, they did not receive proper service from officers assigned to the 12th District.",1-18-16,male,black,34.0,38731538.0,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
1064,16-0037,2016-01-27,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 01-19-16 at 1:18pm, they were harassed by officers assigned to the 18th District during a vehicle investigation.",01-19-16,male,black,39.0,12616350.0,black,female,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1066,16-0038,2016-01-27,, DEPARTMENTAL VIOLATIONS,"According to the complainant, officers assigned to the 7th and 8th Districts are not following proper police procedures.",Unclear,male,white,47.0,,unreported,unreported,,Departmental Violation,No Sustained Findings,Not Applicable
1067,16-0039,2016-01-27,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-16-16 at 9:45am, they were harassed by officers assigned to the 3rd District.",1-16-16,male,unreported,,42237550.0,black,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1069,16-0040,2016-01-27,, VERBAL ABUSE,"According to the complainant, on 1-14-16 at 5:45pm, they were harassed by a off-duty officer assigned to the 3rd District.",1-14-16,female,black,37.0,85193063.0,black,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1070,16-0041,2016-01-27,1200, HARASSMENT,"According to the complainant, in the fall of 2015, an unidentified officer acted inappropriately. This incident occurred in the confines of the 12th District.",Unclear,female,black,20.0,28218995.0,white,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
1071,16-0042,2016-01-27,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-2 at 10:00pm, their residence was improperly entered and searched by officers assigned to the 35th District.",Unclear,male,unreported,,61918699.0,white,female,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1077,16-0043,2016-01-27,500, VERBAL ABUSE,"According to the complainant, on 1-14-16 at 6:30pm, they were verbally abused by officers assigned to the 5th District.",1-14-16,male,white,29.0,16049920.0,white,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
1078,16-0044,2016-01-28,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-14-16 at 11:30pm, their vehicle was improperly searched by officers assigned to the 15th District.",1-14-16,male,white,39.0,,unreported,unreported,,Lack of Service,No Sustained Findings,Not Applicable
1081,16-0045,2016-02-04,1400, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-19-16 at 12:00pm, they were improperly searched, falsely arrested by officers assigned to the 14th District.",1-19-16,male,black,36.0,36713144.0,white,male,1400 14TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
1083,16-0046,2016-02-04,1500, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 8-24- at 10:45am, officers assigned to the 15th District did not follow proper police procedure.",Unclear,male,black,48.0,67227670.0,white,male,1500 15TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
1085,16-0047,2016-01-28,3900, LACK OF SERVICE,"According to the complainant, on 12-31-15 at 6:59am, they did not receive proper service from a sergeant and an officer assigned to the 39th District.",12-31-15,female,white,54.0,15699731.0,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1087,16-0048,2016-01-29,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-16 at 5:30pm, they were stopped for investigation by officers assigned to the 14th District. The complainant noticed personal property missing after the conclusion of investigation.",1-26-16,female,black,42.0,41203634.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1089,16-0049,2016-02-04,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-26-16 at 4:00pm, they were verbally abused by an off duty corporal assigned to the 24th District.",1-26-16,male,white,60.0,12923623.0,latino,female,2400 24TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
1090,16-0050,2016-02-02,3500, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 8:20pm, they did not receive proper service from officers and a sergeant assigned to the 35th District.",1-15-16,male,black,30.0,16958352.0,white,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1093,16-0051,2016-01-29,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-16 at 12:43am, officers assigned to the 3rd District did not follow proper procedures.",1-26-16,male,asian,54.0,30677186.0,black,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1095,16-0052,2016-02-02,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-2-15 at 7:30pm, they were verbally abused during a search of their residence by officers assigned to the 15th District.",12-2-15,female,white,51.0,94297296.0,black,female,9821 SAFETY OFFICE,Departmental Violation,No Sustained Findings,Not Applicable
1097,16-0053,2016-02-03,2200, LACK OF SERVICE,"According to the complainant, on 1-22-16 at 2:00pm, they did not receive proper service from officers assigned to the 22nd District.",1-22-16,female,black,23.0,61694166.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1099,16-0054,2016-02-11,1200, NON-INVESTIGATORY INCIDENT,"According to the complainant, in May of 2015, they were falsely arrested and did not receive proper service from officers assigned to the 12th District.",Unclear,male,unreported,41.0,10091211.0,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
1101,16-0055,2016-02-03,1500, LACK OF SERVICE,"According to the complainant, on 10-15-15 at 8:30pm, they did not receive proper service from a detective assigned to Northeast Detective Division.",10-15-15,male,white,48.0,94793741.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1104,16-0056,2016-02-04,1800, LACK OF SERVICE,"According to the complainant, on 1-26-16, they did not receive proper service from a detective assigned to Southwest Detective Division.",1-26-16,male,black,68.0,66140882.0,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
1105,16-0057,2016-02-04,1200, PHYSICAL ABUSE,"According to the complainant, on 1-28-16 at 7:48pm, their family member was physically abused by officers assigned to the 12th District.",1-28-16,female,black,29.0,35678026.0,black,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
1109,16-0058,2016-02-10,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",1-28-16,female,black,29.0,87629625.0,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
1115,16-0059,2016-02-12,1900, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",1-28-16,female,black,29.0,87629625.0,white,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
1116,16-0060,2016-02-12,800, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-29-16 at 2:00pm, they were improperly issued a parking citation by an officer assigned to the 8th District.",1-29-16,male,white,59.0,57849466.0,white,male,0800 08TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
